Invoice Number,Entity Type,Purchase Item,Unit Price,Quantity,Customer Id
1119046,Addon,CHN-VAL-1YR,10,1,cus_9669998
1119041,Plan,STV-MTHLY,0,1,cus_9669991
1119041,Addon,CHN-VAL-1YR,10,1,cus_9669991
1119033,Plan,STV-MTHLY,0,1,cus_9669983
1119033,Addon,CHN-VAL-1YR,10,1,cus_9669983
1119051,Addon,CHN-VAL-1YR,10,1,cus_9669980
1118998,Plan,STV-MTHLY,0,1,cus_9669948
1118998,Addon,CHN-VAL-1YR,10,1,cus_9669948
1118988,Plan,STV-MTHLY,0,1,cus_9669938
1118988,Addon,CHN-VAL-1YR,10,1,cus_9669938
1118987,Plan,STV-MTHLY,0,1,cus_9669937
1118987,Addon,CHN-VAL-1YR,10,1,cus_9669937
1118973,Plan,STV-MTHLY,0,1,cus_9669994
1118973,Addon,CHN-VAL-1YR,10,1,cus_9669994
1147763,Addon,CHN-VAL-1YR,10,1,cus_9669993
1118970,Plan,STV-MTHLY,0,1,cus_9669991
1118970,Addon,CHN-VAL,4.99,1,cus_9669991
1118966,Plan,STV-MTHLY,0,1,cus_9669917
1118966,Addon,CHN-VAL-1YR,10,1,cus_9669917
1118962,Plan,STV-MTHLY,0,1,cus_9669913
1118962,Addon,CHN-VAL-1YR,10,1,cus_9669913
1118961,Plan,STV-MTHLY,0,1,cus_9669919
1118961,Addon,CHN-VAL-1YR,10,1,cus_9669919
1134297,Addon,CHN-VAL-1YR,10,1,cus_9508163
1117554,Plan,STV-MTHLY,0,1,cus_9669906
1117554,Addon,CHN-VAL-1YR,10,1,cus_9669906
1117550,Addon,CHN-VAL-1YR,10,1,cus_9669899
1117531,Plan,STV-MTHLY,0,1,cus_9669885
1117531,Addon,CHN-VAL,4.99,1,cus_9669885
1117529,Addon,CHN-VAL-1YR,10,1,cus_9669889
1117525,Plan,STV-MTHLY,0,1,cus_9669880
1117525,Addon,CHN-VAL-1YR,10,1,cus_9669880
1117522,Plan,STV-MTHLY,0,1,cus_9669877
1117522,Addon,CHN-VAL-1YR,10,1,cus_9669877
1117521,Plan,STV-MTHLY,0,1,cus_9669876
1117521,Addon,CHN-VAL-1YR,10,1,cus_9669876
1117519,Plan,STV-MTHLY,0,1,cus_9669874
1117519,Addon,CHN-VAL-1YR,10,1,cus_9669874
1117514,Addon,CHN-VAL-1YR,10,1,cus_9669868
1117503,Plan,STV-MTHLY,0,1,cus_9669860
1117503,Addon,CHN-VAL-1YR,10,1,cus_9669860
1117501,Plan,STV-MTHLY,0,1,cus_9669858
1117501,Addon,CHN-VAL,4.99,1,cus_9669858
1117507,Addon,CHN-VAL-1YR,10,1,cus_9669849
1117489,Plan,STV-MTHLY,0,1,cus_9669845
1117489,Addon,CHN-VAL-1YR,10,1,cus_9669845
1117486,Plan,STV-MTHLY,0,1,cus_9669849
1117486,Addon,CHN-VAL,4.99,1,cus_9669849
1117471,Plan,STV-MTHLY,0,1,cus_9669896
1117471,Addon,CHN-VAL-1YR,10,1,cus_9669896
1117465,Plan,STV-MTHLY,0,1,cus_9669890
1117465,Addon,CHN-VAL-1YR,10,1,cus_9669890
1117456,Plan,STV-MTHLY,0,1,cus_9669811
1117456,Addon,CHN-VAL-1YR,10,1,cus_9669811
1117441,Plan,STV-MTHLY,0,1,cus_9669794
1117441,Addon,CHN-VAL-1YR,10,1,cus_9669794
1117439,Plan,STV-MTHLY,0,1,cus_9669799
1117439,Addon,CHN-VAL-1YR,10,1,cus_9669799
1117431,Plan,STV-MTHLY,0,1,cus_9669783
1117431,Addon,CHN-VAL-1YR,10,1,cus_9669783
1117430,Plan,STV-MTHLY,0,1,cus_9669789
1117430,Addon,CHN-VAL-1YR,10,1,cus_9669789
1117418,Plan,STV-MTHLY,0,1,cus_9669769
1117418,Addon,CHN-VAL-1YR,10,1,cus_9669769
1117415,Plan,STV-MTHLY,0,1,cus_9669766
1117415,Addon,CHN-VAL-1YR,10,1,cus_9669766
1117407,Plan,STV-MTHLY,0,1,cus_9669759
1117407,Addon,CHN-VAL-1YR,10,1,cus_9669759
1117400,Plan,STV-MTHLY,0,1,cus_9669759
1117400,Addon,CHN-VAL-1YR,10,1,cus_9669759
1117399,Plan,STV-MTHLY,0,1,cus_9669751
1117399,Addon,CHN-VAL-1YR,10,1,cus_9669751
1117401,Addon,CHN-VAL-1YR,10,1,cus_9634675
1117393,Plan,STV-MTHLY,0,1,cus_9669749
1117393,Addon,CHN-VAL-1YR,10,1,cus_9669749
1117372,Plan,STV-MTHLY,0,1,cus_9669738
1117372,Addon,CHN-VAL-1YR,10,1,cus_9669738
1116891,Plan,STV-MTHLY,0,1,cus_9669737
1116891,Addon,CHN-VAL-1YR,10,1,cus_9669737
1115917,Plan,STV-MTHLY,0,1,cus_9669735
1115917,Addon,CHN-VAL-1YR,10,1,cus_9669735
1115905,Plan,STV-MTHLY,0,1,cus_9669793
1115905,Addon,CHN-VAL-1YR,10,1,cus_9669793
1115904,Plan,STV-MTHLY,0,1,cus_9669799
1115904,Addon,CHN-VAL-1YR,10,1,cus_9669799
1115895,Plan,STV-MTHLY,0,1,cus_9669715
1115895,Addon,CHN-VAL-1YR,10,1,cus_9669715
1115881,Plan,STV-MTHLY,0,1,cus_9669709
1115881,Addon,CHN-VAL-1YR,10,1,cus_9669709
1115900,Addon,CHN-VAL-1YR,10,1,cus_9669696
1115875,Plan,STV-MTHLY,0,1,cus_9669696
1115875,Addon,CHN-VAL-1YR,10,1,cus_9669696
1115868,Plan,STV-MTHLY,0,1,cus_9669689
1115868,Addon,CHN-VAL-1YR,10,1,cus_9669689
1115863,Plan,STV-MTHLY,0,1,cus_9669685
1115863,Addon,CHN-VAL-1YR,10,1,cus_9669685
1115858,Plan,STV-MTHLY,0,1,cus_9669681
1115858,Addon,CHN-VAL-1YR,10,1,cus_9669681
1115840,Plan,STV-MTHLY,0,1,cus_9669665
1115840,Addon,CHN-VAL-1YR,10,1,cus_9669665
1115839,Plan,STV-MTHLY,0,1,cus_9669664
1115839,Addon,CHN-VAL-1YR,10,1,cus_9669664
1115830,Plan,STV-MTHLY,0,1,cus_9669654
1115830,Addon,CHN-VAL-1YR,10,1,cus_9669654
1115828,Plan,STV-MTHLY,0,1,cus_9669659
1115828,Addon,CHN-VAL-1YR,10,1,cus_9669659
1115820,Plan,STV-MTHLY,0,1,cus_9669644
1115820,Addon,CHN-VAL-1YR,10,1,cus_9669644
1115801,Plan,STV-MTHLY,0,1,cus_9669696
1115801,Addon,CHN-VAL-1YR,10,1,cus_9669696
1115812,Addon,CHN-VAL-1YR,10,1,cus_9669693
1115793,Plan,STV-MTHLY,0,1,cus_9669618
1115793,Addon,CHN-VAL-1YR,10,1,cus_9669618
1115791,Plan,STV-MTHLY,0,1,cus_9669616
1115791,Addon,CHN-VAL-1YR,10,1,cus_9669616
1115773,Plan,STV-MTHLY,0,1,cus_9669598
1115773,Addon,CHN-VAL-1YR,10,1,cus_9669598
1115767,Plan,STV-MTHLY,0,1,cus_9669593
1115767,Addon,CHN-VAL-1YR,10,1,cus_9669593
1115764,Plan,STV-MTHLY,0,1,cus_9669590
1115764,Addon,CHN-VAL-1YR,10,1,cus_9669590
1115763,Plan,STV-MTHLY,0,1,cus_9669589
1115763,Addon,CHN-VAL,4.99,1,cus_9669589
1115758,Plan,STV-MTHLY,0,1,cus_9669583
1115758,Addon,CHN-VAL-1YR,10,1,cus_9669583
1115730,Plan,PRD-ANT,4.99,1,cus_9669556
1115730,Addon,Tax,0,1,cus_9669556
1115719,Plan,STV-MTHLY,0,1,cus_9669545
1115719,Addon,CHN-VAL-1YR,10,1,cus_9669545
1115709,Plan,STV-MTHLY,0,1,cus_9669535
1115709,Addon,CHN-VAL-1YR,10,1,cus_9669535
1115701,Plan,STV-MTHLY,0,1,cus_9669597
1115701,Addon,CHN-VAL-1YR,10,1,cus_9669597
1115681,Plan,STV-MTHLY,0,1,cus_9669507
1115681,Addon,CHN-VAL-1YR,10,1,cus_9669507
1117398,Addon,CHN-VAL-1YR,10,1,cus_9649939
1117388,Addon,CHN-VAL-1YR,10,1,cus_9649896
1115739,Addon,CHN-VAL-1YR,10,1,cus_9669498
1112581,Plan,STV-MTHLY,0,1,cus_9669497
1112581,Addon,CHN-VAL-1YR,10,1,cus_9669497
1112577,Plan,STV-MTHLY,0,1,cus_9669493
1112577,Addon,CHN-VAL-1YR,10,1,cus_9669493
1112574,Plan,STV-MTHLY,0,1,cus_9669490
1112574,Addon,CHN-VAL,4.99,1,cus_9669490
1112567,Plan,STV-MTHLY,0,1,cus_9669483
1112567,Addon,CHN-VAL-1YR,10,1,cus_9669483
1112564,Plan,STV-MTHLY,0,1,cus_9669480
1112564,Addon,CHN-VAL-1YR,10,1,cus_9669480
1112558,Plan,STV-MTHLY,0,1,cus_9669474
1112558,Addon,CHN-VAL-1YR,10,1,cus_9669474
1112557,Plan,STV-MTHLY,0,1,cus_9669473
1112557,Addon,CHN-VAL-1YR,10,1,cus_9669473
1112554,Plan,STV-MTHLY,0,1,cus_9669466
1112554,Addon,CHN-VAL-1YR,10,1,cus_9669466
1112555,Addon,CHN-VAL-1YR,10,1,cus_9669465
1112552,Plan,STV-MTHLY,0,1,cus_9669464
1112552,Addon,CHN-VAL,4.99,1,cus_9669464
1112548,Plan,STV-MTHLY,0,1,cus_9669460
1112548,Addon,CHN-VAL-1YR,10,1,cus_9669460
1112538,Plan,STV-MTHLY,0,1,cus_9669450
1112538,Addon,CHN-VAL-1YR,10,1,cus_9669450
1112533,Plan,STV-MTHLY,0,1,cus_9669445
1112533,Addon,CHN-VAL-1YR,10,1,cus_9669445
1112518,Plan,STV-MTHLY,0,1,cus_9669440
1112518,Addon,CHN-VAL-1YR,10,1,cus_9669440
1112517,Plan,STV-MTHLY,0,1,cus_9669439
1112517,Addon,CHN-VAL-1YR,10,1,cus_9669439
1112504,Plan,STV-MTHLY,0,1,cus_9669496
1112504,Addon,CHN-VAL-1YR,10,1,cus_9669496
1112503,Plan,STV-MTHLY,0,1,cus_9669495
1112503,Addon,CHN-VAL-1YR,10,1,cus_9669495
1117548,Addon,CHN-VAL-1YR,10,1,cus_9669494
1123005,Addon,CHN-VAL-1YR,10,1,cus_9650393
1112460,Addon,CHN-VAL-1YR,10,1,cus_9647157
1161580,Addon,Tax,0,1,cus_9630098
1161580,Addon,FREE-KITSH,4.99,1,cus_9630098
1104836,Plan,STV-MTHLY,0,1,cus_9669414
1104836,Addon,CHN-VAL-1YR,10,1,cus_9669414
1104820,Plan,STV-MTHLY,0,1,cus_9669401
1104820,Addon,CHN-VAL-1YR,10,1,cus_9669401
1104819,Addon,CHN-VAL-1YR,10,1,cus_9638861
1104794,Addon,CHN-VAL-1YR,10,1,cus_9669377
1104775,Plan,STV-MTHLY,0,1,cus_9669358
1104775,Addon,CHN-VAL-1YR,10,1,cus_9669358
1104773,Plan,STV-MTHLY,0,1,cus_9669356
1104773,Addon,CHN-VAL-1YR,10,1,cus_9669356
1104772,Plan,STV-MTHLY,0,1,cus_9669355
1104772,Addon,CHN-VAL-1YR,10,1,cus_9669355
1104771,Addon,CHN-VAL-1YR,10,1,cus_9669354
1157916,Addon,CHN-VAL-1YR,10,1,cus_9669353
1104768,Addon,CHN-VAL-1YR,10,1,cus_9660635
1104767,Addon,CHN-VAL-1YR,10,1,cus_9660635
1118960,Addon,CHN-VAL-1YR,10,1,cus_9669349
1138724,Addon,CHN-VAL-1YR,10,1,cus_9653407
1103189,Plan,STV-MTHLY,0,1,cus_9669346
1103189,Addon,CHN-VAL-1YR,10,1,cus_9669346
1103188,Plan,STV-MTHLY,0,1,cus_9669345
1103188,Addon,CHN-VAL-1YR,10,1,cus_9669345
1103191,Addon,CHN-VAL-1YR,10,1,cus_9669344
1103186,Plan,STV-MTHLY,0,1,cus_9669343
1103186,Addon,CHN-VAL-1YR,10,1,cus_9669343
1103181,Plan,STV-MTHLY,0,1,cus_9669339
1103181,Addon,CHN-VAL-1YR,10,1,cus_9669339
1103180,Plan,STV-MTHLY,0,1,cus_556933
1103180,Addon,CHN-VAL-1YR,10,1,cus_556933
1103179,Plan,STV-MTHLY,0,1,cus_9669337
1103179,Addon,CHN-VAL-1YR,10,1,cus_9669337
1103178,Plan,STV-MTHLY,0,1,cus_9669336
1103178,Addon,CHN-VAL-1YR,10,1,cus_9669336
1103170,Plan,STV-MTHLY,0,1,cus_9669399
1103170,Addon,CHN-VAL-1YR,10,1,cus_9669399
1103169,Plan,STV-MTHLY,0,1,cus_9669398
1103169,Addon,CHN-VAL-1YR,10,1,cus_9669398
1103167,Plan,STV-MTHLY,0,1,cus_9669396
1103167,Addon,CHN-VAL-1YR,10,1,cus_9669396
1103166,Plan,STV-MTHLY,0,1,cus_9669395
1103166,Addon,CHN-VAL-1YR,10,1,cus_9669395
1103165,Plan,STV-MTHLY,0,1,cus_9669394
1103165,Addon,CHN-VAL-1YR,10,1,cus_9669394
1103154,Plan,STV-MTHLY,0,1,cus_9669315
1103154,Addon,CHN-VAL-1YR,10,1,cus_9669315
1103152,Plan,STV-MTHLY,0,1,cus_9669310
1103152,Addon,CHN-VAL-1YR,10,1,cus_9669310
1103136,Plan,STV-MTHLY,0,1,cus_9669994
1103136,Addon,CHN-VAL-1YR,10,1,cus_9669994
1103131,Plan,STV-MTHLY,0,1,cus_9669989
1103131,Addon,CHN-VAL-1YR,10,1,cus_9669989
1117396,Addon,CHN-VAL,4.35,1,cus_9634675
1117394,Addon,CHN-VAL-1YR,10,1,cus_9634670
1115882,Addon,CHN-VAL-1YR,10,1,cus_9649339
1152067,Addon,CHN-VAL-1YR,10,1,cus_9390596
1117542,Addon,CHN-VAL-1YR,10,1,cus_9463909
1100263,Plan,STV-MTHLY,0,1,cus_9669985
1100263,Addon,CHN-VAL-1YR,10,1,cus_9669985
1100259,Plan,STV-MTHLY,0,1,cus_9669981
1100259,Addon,CHN-VAL-1YR,10,1,cus_9669981
1100253,Plan,STV-MTHLY,0,1,cus_9669973
1100253,Addon,CHN-VAL-1YR,10,1,cus_9669973
1100249,Plan,STV-MTHLY,0,1,cus_9669969
1100249,Addon,CHN-VAL-1YR,10,1,cus_9669969
1100246,Plan,STV-MTHLY,0,1,cus_9669966
1100246,Addon,CHN-VAL-1YR,10,1,cus_9669966
1100245,Plan,STV-MTHLY,0,1,cus_9669965
1100245,Addon,CHN-VAL-1YR,10,1,cus_9669965
1100244,Plan,STV-MTHLY,0,1,cus_9669964
1100244,Addon,CHN-VAL-1YR,10,1,cus_9669964
1100242,Plan,STV-MTHLY,0,1,cus_9669969
1100242,Addon,CHN-VAL-1YR,10,1,cus_9669969
1100239,Plan,STV-MTHLY,0,1,cus_9669959
1100239,Addon,CHN-VAL-1YR,10,1,cus_9669959
1100216,Plan,STV-MTHLY,0,1,cus_9669940
1100216,Addon,CHN-VAL-1YR,10,1,cus_9669940
1100215,Plan,STV-MTHLY,0,1,cus_9669939
1100215,Addon,CHN-VAL-1YR,10,1,cus_9669939
1100203,Plan,STV-MTHLY,0,1,cus_9669997
1100203,Addon,CHN-VAL-1YR,10,1,cus_9669997
1100201,Plan,STV-MTHLY,0,1,cus_9669995
1100201,Addon,CHN-VAL-1YR,10,1,cus_9669995
1100198,Plan,STV-MTHLY,0,1,cus_9669991
1100198,Addon,CHN-VAL-1YR,10,1,cus_9669991
1100196,Plan,STV-MTHLY,0,1,cus_9669919
1100196,Addon,CHN-VAL-1YR,10,1,cus_9669919
1100189,Plan,STV-MTHLY,0,1,cus_9669911
1100189,Addon,CHN-VAL-1YR,10,1,cus_9669911
1100185,Plan,STV-MTHLY,0,1,cus_9669909
1100185,Addon,CHN-VAL-1YR,10,1,cus_9669909
1100184,Plan,STV-MTHLY,0,1,cus_9669908
1100184,Addon,CHN-VAL-1YR,10,1,cus_9669908
1117423,Addon,CHN-VAL-1YR,10,1,cus_9633695
1161552,Addon,Tax,0,1,cus_9658759
1161552,Addon,FREE-KITSH,4.99,1,cus_9658759
1136586,Addon,CHN-VAL-1YR,10,1,cus_9634451
1098751,Plan,STV-MTHLY,0,1,cus_9669904
1098751,Addon,CHN-VAL-1YR,10,1,cus_9669904
1096796,Plan,STV-MTHLY,0,1,cus_9669903
1096796,Addon,CHN-VAL-1YR,10,1,cus_9669903
1096795,Plan,STV-MTHLY,0,1,cus_9669909
1096795,Addon,CHN-VAL-1YR,10,1,cus_9669909
1096791,Plan,STV-MTHLY,0,1,cus_9669198
1096791,Addon,CHN-VAL-1YR,10,1,cus_9669198
1096783,Plan,STV-MTHLY,0,1,cus_9669188
1096783,Addon,CHN-VAL-1YR,10,1,cus_9669188
1096782,Plan,STV-MTHLY,0,1,cus_9669187
1096782,Addon,CHN-VAL-1YR,10,1,cus_9669187
1096780,Plan,STV-MTHLY,0,1,cus_9669185
1096780,Addon,CHN-VAL-1YR,10,1,cus_9669185
1096775,Plan,STV-MTHLY,0,1,cus_9669180
1096775,Addon,CHN-VAL-1YR,10,1,cus_9669180
1096764,Plan,STV-MTHLY,0,1,cus_9669169
1096764,Addon,CHN-VAL-1YR,10,1,cus_9669169
1096761,Plan,STV-MTHLY,0,1,cus_9669165
1096761,Addon,CHN-VAL-1YR,10,1,cus_9669165
1096760,Plan,STV-MTHLY,0,1,cus_9669164
1096760,Addon,CHN-VAL-1YR,10,1,cus_9669164
1115896,Addon,CHN-VAL-1YR,10,1,cus_9669149
1096744,Plan,STV-MTHLY,0,1,cus_9669148
1096744,Addon,CHN-VAL-1YR,10,1,cus_9669148
1096742,Plan,STV-MTHLY,0,1,cus_9669146
1096742,Addon,CHN-VAL-1YR,10,1,cus_9669146
1096739,Plan,STV-MTHLY,0,1,cus_9669143
1096739,Addon,CHN-VAL-1YR,10,1,cus_9669143
1096735,Plan,STV-MTHLY,0,1,cus_9669140
1096735,Addon,CHN-VAL-1YR,10,1,cus_9669140
1096732,Plan,STV-MTHLY,0,1,cus_9669137
1096732,Addon,CHN-VAL-1YR,10,1,cus_9669137
1096731,Plan,STV-MTHLY,0,1,cus_9669136
1096731,Addon,CHN-VAL-1YR,10,1,cus_9669136
1117410,Addon,CHN-VAL-1YR,10,1,cus_9509919
1161556,Addon,Tax,0,1,cus_9633475
1161556,Addon,FREE-KITSH,4.99,1,cus_9633475
1095320,Plan,STV-MTHLY,0,1,cus_9669134
1095320,Addon,CHN-VAL-1YR,10,1,cus_9669134
1092891,Plan,STV-MTHLY,0,1,cus_9669133
1092891,Addon,CHN-VAL-1YR,10,1,cus_9669133
1092890,Plan,STV-MTHLY,0,1,cus_9669139
1092890,Addon,CHN-VAL-1YR,10,1,cus_9669139
1092888,Plan,STV-MTHLY,0,1,cus_9669130
1092888,Addon,CHN-VAL-1YR,10,1,cus_9669130
1092875,Plan,STV-MTHLY,0,1,cus_9669117
1092875,Addon,CHN-VAL-1YR,10,1,cus_9669117
1092880,Addon,CHN-VAL-1YR,10,1,cus_9669115
1157757,Plan,STV-MTHLY,0,1,cus_9698109
1157757,Addon,CHN-VAL,6.99,1,cus_9698109
1092869,Plan,STV-MTHLY,0,1,cus_9669119
1092869,Addon,CHN-VAL-1YR,10,1,cus_9669119
1092865,Plan,STV-MTHLY,0,1,cus_9669108
1092865,Addon,CHN-VAL-1YR,10,1,cus_9669108
1092858,Plan,STV-MTHLY,0,1,cus_9669101
1092858,Addon,CHN-VAL-1YR,10,1,cus_9669101
1092855,Plan,STV-MTHLY,0,1,cus_9669098
1092855,Addon,CHN-VAL-1YR,10,1,cus_9669098
1092846,Addon,CHN-VAL-1YR,10,1,cus_9669056
1092842,Plan,STV-MTHLY,0,1,cus_9669088
1092842,Addon,CHN-VAL-1YR,10,1,cus_9669088
1092839,Plan,STV-MTHLY,0,1,cus_9669085
1092839,Addon,CHN-VAL-1YR,10,1,cus_9669085
1092825,Addon,CHN-VAL-1YR,10,1,cus_9669066
1092818,Plan,STV-MTHLY,0,1,cus_9669061
1092818,Addon,CHN-VAL-1YR,10,1,cus_9669061
1092817,Addon,CHN-VAL-1YR,10,1,cus_9669060
1092816,Addon,CHN-VAL-1YR,10,1,cus_9669060
1092811,Addon,CHN-VAL-1YR,10,1,cus_9553678
1092810,Addon,CHN-VAL-1YR,10,1,cus_9553678
1092809,Addon,CHN-VAL-1YR,10,1,cus_9553678
1092845,Addon,CHN-VAL-1YR,10,1,cus_9669056
1092804,Plan,STV-MTHLY,0,1,cus_9669054
1092804,Addon,CHN-VAL-1YR,10,1,cus_9669054
1092803,Plan,STV-MTHLY,0,1,cus_9669053
1092803,Addon,CHN-VAL-1YR,10,1,cus_9669053
1092802,Plan,STV-MTHLY,0,1,cus_9669059
1092802,Addon,CHN-VAL-1YR,10,1,cus_9669059
1092798,Addon,CHN-VAL-1YR,10,1,cus_9579965
1132713,Addon,CHN-VAL,2.9,1,cus_9659953
1091919,Plan,STV-MTHLY,0,1,cus_9669048
1091919,Addon,CHN-VAL-1YR,10,1,cus_9669048
1091722,Plan,STV-MTHLY,0,1,cus_9669047
1091722,Addon,CHN-VAL-1YR,10,1,cus_9669047
1104834,Addon,CHN-VAL-1YR,10,1,cus_9501614
1091042,Plan,STV-MTHLY,0,1,cus_9669045
1091042,Addon,CHN-VAL-1YR,10,1,cus_9669045
1147620,Addon,CHN-VAL-1YR,10,1,cus_9669044
1091036,Plan,STV-MTHLY,0,1,cus_9669040
1091036,Addon,CHN-VAL-1YR,10,1,cus_9669040
1091034,Plan,STV-MTHLY,0,1,cus_9669038
1091034,Addon,CHN-VAL-1YR,10,1,cus_9669038
1103192,Addon,CHN-VAL-1YR,10,1,cus_9476903
1091025,Plan,PRD-ANTB,4.99,1,cus_9669030
1091025,Addon,Tax,0,1,cus_9669030
1091023,Plan,STV-MTHLY,0,1,cus_9669097
1091023,Addon,CHN-VAL-1YR,10,1,cus_9669097
1161581,Addon,CHN-VAL-1YR,10,1,cus_9669093
1091019,Addon,CHN-VAL-1YR,10,1,cus_9647859
1091016,Plan,STV-MTHLY,0,1,cus_9669099
1091016,Addon,CHN-VAL-1YR,10,1,cus_9669099
1091015,Plan,STV-MTHLY,0,1,cus_9669091
1091015,Addon,CHN-VAL-1YR,10,1,cus_9669091
1091013,Plan,STV-MTHLY,0,1,cus_9669019
1091013,Addon,CHN-VAL-1YR,10,1,cus_9669019
1091012,Plan,STV-MTHLY,0,1,cus_9669018
1091012,Addon,CHN-VAL-1YR,10,1,cus_9669018
1091011,Plan,STV-MTHLY,0,1,cus_9669017
1091011,Addon,CHN-VAL-1YR,10,1,cus_9669017
1091010,Plan,STV-MTHLY,0,1,cus_9669016
1091010,Addon,CHN-VAL-1YR,10,1,cus_9669016
1091007,Plan,STV-MTHLY,0,1,cus_9669013
1091007,Addon,CHN-VAL-1YR,10,1,cus_9669013
1090990,Plan,STV-MTHLY,0,1,cus_9661998
1090990,Addon,CHN-VAL-1YR,10,1,cus_9661998
1090984,Plan,STV-MTHLY,0,1,cus_9661991
1090984,Addon,CHN-VAL-1YR,10,1,cus_9661991
1090978,Plan,STV-MTHLY,0,1,cus_9661984
1090978,Addon,CHN-VAL-1YR,10,1,cus_9661984
1090977,Plan,STV-MTHLY,0,1,cus_9661983
1090977,Addon,CHN-VAL-1YR,10,1,cus_9661983
1157997,Addon,CHN-VAL-1YR,10,1,cus_9699104
1092821,Addon,CHN-VAL-1YR,10,1,cus_9649745
1117397,Addon,CHN-VAL-1YR,10,1,cus_9641330
1088784,Plan,STV-MTHLY,0,1,cus_9661989
1088784,Addon,CHN-VAL-1YR,10,1,cus_9661989
1088782,Plan,STV-MTHLY,0,1,cus_9661980
1088782,Addon,CHN-VAL-1YR,10,1,cus_9661980
1088780,Plan,STV-MTHLY,0,1,cus_9661978
1088780,Addon,CHN-VAL-1YR,10,1,cus_9661978
1088777,Plan,STV-MTHLY,0,1,cus_9661976
1088777,Addon,CHN-VAL-1YR,10,1,cus_9661976
1088778,Addon,CHN-VAL-1YR,10,1,cus_9661974
1088764,Plan,STV-MTHLY,0,1,cus_9661964
1088764,Addon,CHN-VAL-1YR,10,1,cus_9661964
1088759,Plan,STV-MTHLY,0,1,cus_9661959
1088759,Addon,CHN-VAL-1YR,10,1,cus_9661959
1088741,Plan,STV-MTHLY,0,1,cus_9661944
1088741,Addon,CHN-VAL-1YR,10,1,cus_9661944
1088734,Plan,STV-MTHLY,0,1,cus_9661936
1088734,Addon,CHN-VAL-1YR,10,1,cus_9661936
1088729,Plan,STV-MTHLY,0,1,cus_9661931
1088729,Addon,CHN-VAL-1YR,10,1,cus_9661931
1088722,Plan,STV-MTHLY,0,1,cus_9661994
1088722,Addon,CHN-VAL-1YR,10,1,cus_9661994
1088719,Plan,STV-MTHLY,0,1,cus_9661991
1088719,Addon,CHN-VAL-1YR,10,1,cus_9661991
1088718,Plan,STV-MTHLY,0,1,cus_9661990
1088718,Addon,CHN-VAL-1YR,10,1,cus_9661990
1159465,Plan,STV-MTHLY,0,1,cus_9488503
1159465,Addon,CHN-VAL,6.99,1,cus_9488503
1088714,Plan,STV-MTHLY,0,1,cus_9661917
1088714,Addon,CHN-VAL-1YR,10,1,cus_9661917
1112521,Addon,CHN-VAL-1YR,10,1,cus_9554305
1092808,Addon,CHN-VAL-1YR,10,1,cus_9553678
1077797,Plan,STV-MTHLY,0,1,cus_9661913
1077797,Addon,CHN-VAL-1YR,10,1,cus_9661913
1077791,Plan,STV-MTHLY,0,1,cus_9661906
1077791,Addon,CHN-VAL-1YR,10,1,cus_9661906
1077785,Plan,STV-MTHLY,0,1,cus_9661898
1077785,Addon,CHN-VAL-1YR,10,1,cus_9661898
1077784,Addon,CHN-VAL-1YR,10,1,cus_9496651
1077783,Addon,CHN-VAL-1YR,10,1,cus_9496651
1077780,Plan,STV-MTHLY,0,1,cus_9661896
1077780,Addon,CHN-VAL-1YR,10,1,cus_9661896
1077779,Plan,STV-MTHLY,0,1,cus_9661895
1077779,Addon,CHN-VAL-1YR,10,1,cus_9661895
1077771,Plan,STV-MTHLY,0,1,cus_9661888
1077771,Addon,CHN-VAL-1YR,10,1,cus_9661888
1077768,Plan,STV-MTHLY,0,1,cus_9661886
1077768,Addon,CHN-VAL-1YR,10,1,cus_9661886
1077745,Plan,STV-MTHLY,0,1,cus_9661864
1077745,Addon,CHN-VAL-1YR,10,1,cus_9661864
1077743,Plan,STV-MTHLY,0,1,cus_9661869
1077743,Addon,CHN-VAL-1YR,10,1,cus_9661869
1077738,Plan,STV-MTHLY,0,1,cus_9661858
1077738,Addon,CHN-VAL-1YR,10,1,cus_9661858
1077734,Plan,STV-MTHLY,0,1,cus_9661853
1077734,Addon,CHN-VAL-1YR,10,1,cus_9661853
1077729,Plan,STV-MTHLY,0,1,cus_9661848
1077729,Addon,CHN-VAL-1YR,10,1,cus_9661848
1100217,Addon,CHN-VAL-1YR,10,1,cus_9698404
1092795,Addon,CHN-VAL-1YR,10,1,cus_9491810
1123067,Addon,Tax,0,1,cus_9406941
1123067,Addon,FCT-HOMERUN-BOX,209,1,cus_9406941
1046527,Addon,CHN-VAL-1YR,10,1,cus_9649094
1046252,Addon,CHN-VAL-1YR,10,1,cus_9649094
1046249,Plan,STV-MTHLY,0,1,cus_9661845
1046249,Addon,CHN-VAL-1YR,10,1,cus_9661845
1046247,Plan,STV-MTHLY,0,1,cus_9661843
1046247,Addon,CHN-VAL-1YR,10,1,cus_9661843
1046243,Plan,STV-MTHLY,0,1,cus_9661839
1046243,Addon,CHN-VAL-1YR,10,1,cus_9661839
1046242,Plan,STV-MTHLY,0,1,cus_9661838
1046242,Addon,CHN-VAL-1YR,10,1,cus_9661838
1046240,Plan,STV-MTHLY,0,1,cus_9661837
1046240,Addon,CHN-VAL-1YR,10,1,cus_9661837
1046233,Plan,STV-MTHLY,0,1,cus_9661830
1046233,Addon,CHN-VAL-1YR,10,1,cus_9661830
